AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length,Plasmid,PredictedMobility,log10_replicon_length,log10_PIRACopyNumber,log10_normalized_replicon_length,Size_Cluster
GCF_020172765.2_ASM2017276v2,NZ_CP083463.1,plasmid,13018,1739,7.485911443,0.441260548,16.96483286,13018,0,16.96483286,29501.84434,Aeromonas veronii,SW3814,Pseudomonadota,Gammaproteobacteria,NA,fresh water [ENVO:00002011],Water,Aeromonas,4684058,0.000371259,CP083463.1,non-mobilizable,3.240299582,1.229549585,-3.430322682,Cluster_2
GCF_020172765.2_ASM2017276v2,NZ_CP083462.1,plasmid,134767,158496,0.850286443,0.441260548,1.926948707,134767,0,1.926948707,305413.6623,Aeromonas veronii,SW3814,Pseudomonadota,Gammaproteobacteria,NA,fresh water [ENVO:00002011],Water,Aeromonas,4684058,0.033837327,CP083462.1,conjugative,5.200018306,0.284870154,-1.470603958,Cluster_1
GCF_001692615.1_ASM169261v1,NZ_CP016577.1,plasmid,1834090,2246,816.6028495,4.068489772,200.7139984,1834090,0,200.7139984,450803.6404,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00437,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751454,0.000472697,CP016577.1,mobilizable,3.351409752,2.302577663,-3.325416777,Cluster_2
GCF_001692615.1_ASM169261v1,NZ_CP016578.1,plasmid,443054,37697,11.75303075,4.068489772,2.888794468,443054,0,2.888794468,108898.8851,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00437,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751454,0.007933782,CP016578.1,conjugative,4.57630679,0.460716644,-2.10051974,Cluster_1
GCF_023611765.1_ASM2361176v1,NZ_CP048251.1,plasmid,407077,42001,9.69207876,3.526108795,2.748661293,407077,0,2.748661293,115446.523,Neisseria gonorrhoeae,CT532,Pseudomonadota,Betaproteobacteria,Homo sapiens,urethra,Humans,Neisseria,2165075,0.019399328,CP048251.1,conjugative,4.623259631,0.439121227,-1.712213315,Cluster_1
GCF_023611765.1_ASM2361176v1,NZ_CP048252.1,plasmid,796674,5155,154.5439379,3.526108795,43.82846557,796674,0,43.82846557,225935.74,Neisseria gonorrhoeae,CT532,Pseudomonadota,Betaproteobacteria,Homo sapiens,urethra,Humans,Neisseria,2165075,0.00238098,CP048252.1,non-mobilizable,3.71222867,1.641756266,-2.623244276,Cluster_2
GCF_023611765.1_ASM2361176v1,NZ_CP048253.1,plasmid,938534,4207,223.0886618,3.526108795,63.26766266,938534,0,63.26766266,266167.0568,Neisseria gonorrhoeae,CT532,Pseudomonadota,Betaproteobacteria,Homo sapiens,urethra,Humans,Neisseria,2165075,0.00194312,CP048253.1,mobilizable,3.623972512,1.80118179,-2.711500433,Cluster_2
GCF_015352045.2_ASM1535204v2,NZ_CP126073.1,plasmid,16520,12488,1.322869955,0.268084867,4.934519319,16520,0,4.934519319,61622.27726,Clostridioides difficile,CDI-22,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Clostridioides,4141211,0.003015543,CP126073.1,non-mobilizable,4.09649289,0.693244854,-2.520634469,Cluster_2
GCF_015352045.2_ASM1535204v2,NZ_CP126074.1,plasmid,13347,6865,1.94420976,0.268084867,7.252217485,13347,0,7.252217485,49786.47303,Clostridioides difficile,CDI-22,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Clostridioides,4141211,0.001657728,CP126074.1,non-mobilizable,3.836640542,0.86047082,-2.780486817,Cluster_2
GCF_904863345.1_MSB1_10D,NZ_LR890313.1,plasmid,210525,201460,1.044996525,0.868653488,1.203007344,210525,0,1.203007344,242357.8596,Klebsiella oxytoca,MSB1_10D,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5812602,0.034659177,LR890313.1,conjugative,5.30418883,0.080268279,-1.460181757,Cluster_1
GCF_904863345.1_MSB1_10D,NZ_LR890314.1,plasmid,135755,109877,1.235517897,0.868653488,1.422336887,135755,0,1.422336887,156282.1101,Klebsiella oxytoca,MSB1_10D,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Klebsiella,5812602,0.018903238,LR890314.1,non-mobilizable,5.040906793,0.153002473,-1.723463794,Cluster_1
GCF_905143135.2_1V_hybrid,NZ_OU508368.1,plasmid,41877,7553,5.544419436,1.436633994,3.859312435,41877,0,3.859312435,29149.38682,Chlamydia abortus,15-58d44,PVC group,Chlamydiota,Pica pica,cloacal swab,Livestock,Chlamydia,1151406,0.006559806,OU508368.1,non-mobilizable,3.878119485,0.586509939,-2.183109004,Cluster_2
GCF_021183705.1_ASM2118370v1,NZ_CP089219.1,plasmid,966359,18376,52.58810405,6.482225612,8.112661791,966359,0,8.112661791,149078.2731,Mycobacterium kansasii,FDAARGOS_1614,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Mycobacterium,6435496,0.002855413,CP089219.1,non-mobilizable,4.264250982,0.909163371,-2.544331043,Cluster_2
GCF_004194605.3_ASM419460v3,NZ_CP037994.1,plasmid,252468,84511,2.98739809,2.067724653,1.444775582,252468,0,1.444775582,122099.4292,Salmonella enterica subsp. enterica serovar Albany,sg_wt5,Pseudomonadota,Gammaproteobacteria,NA,wet market,Human-impacted,Salmonella,4851542,0.01741941,CP037994.1,conjugative,4.926913241,0.159800393,-1.758966555,Cluster_1
GCF_000266885.1_ASM26688v1,NC_018021.1,plasmid,231245,25287,9.144817495,13.89829414,0.657981289,231245,0,0.657981289,16638.37285,Turneriella parva DSM 21527,DSM 21527,Spirochaetota,Spirochaetia,NA,contaminated culture medium,Human-impacted,Turneriella,4384015,0.005768,18021.1,non-mobilizable,4.402897309,-0.181786456,-2.238974723,Cluster_1
GCF_905319565.2_NRS6190B,NZ_OX419552.1,plasmid,54225,64136,0.845469003,0.403490113,2.095389643,54225,0,2.095389643,134389.9102,Bacillus subtilis,NRS6190,Terrabacteria group,Bacillota,NA,garden soil,Earth,Bacillus,4105025,0.015623778,OX419552.1,conjugative,4.807101871,0.321264793,-1.806213936,Cluster_1
GCF_039637345.1_ASM3963734v1,NZ_CP147784.1,plasmid,437200,181634,2.40703833,0.86580111,2.780128487,437200,0,2.780128487,504965.8576,Bacillus anthracis,-,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5228851,0.034736886,CP147784.1,NA,5.259197147,0.444064868,-1.459209119,Cluster_1
GCF_016890085.1_ASM1689008v1,NZ_CP069588.1,plasmid,145248,49107,2.957786059,1.987376792,1.488286504,145248,0,1.488286504,73085.28537,Chromobacterium violaceum,FDAARGOS_1273,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Chromobacterium,4758933,0.01031891,CP069588.1,non-mobilizable,4.691143403,0.172686544,-1.986366187,Cluster_1
GCF_022385255.1_ASM2238525v1,NZ_CP092459.1,plasmid,1056592,8828,119.6864522,20.82727727,5.746620195,1056592,0,5.746620195,50731.16309,Dickeya fangzhongdai,643b,Pseudomonadota,Gammaproteobacteria,Aglaonema sp.,greenhouse,Plants,Dickeya,5141049,0.001717159,CP092459.1,non-mobilizable,3.945862324,0.759412495,-2.765189419,Cluster_2
GCF_024397315.1_ASM2439731v1,NZ_CP101614.1,plasmid,52153,165111,0.315866296,0.267140078,1.182399506,52153,0,1.182399506,195227.1649,Erwinia persicina,SR15,Pseudomonadota,Gammaproteobacteria,NA,Green onion,Plants,Erwinia,4733307,0.0348828,CP101614.1,non-mobilizable,5.217776008,0.07276424,-1.457388666,Cluster_1
GCF_014705805.1_ASM1470580v1,NZ_CP061515.1,plasmid,30453,110967,0.27443294,0.400813356,0.684690107,30453,0,0.684690107,75978.00708,Acinetobacter baumannii,CFSAN093710,Pseudomonadota,Gammaproteobacteria,Homo sapiens,sterile body site,Humans,Acinetobacter,3984725,0.027848095,CP061515.1,mobilizable,5.045193845,-0.164505947,-1.55520451,Cluster_1
GCF_014705805.1_ASM1470580v1,NZ_CP061516.1,plasmid,16679,83626,0.19944754,0.400813356,0.497607021,16679,0,0.497607021,41612.88478,Acinetobacter baumannii,CFSAN093710,Pseudomonadota,Gammaproteobacteria,Homo sapiens,sterile body site,Humans,Acinetobacter,3984725,0.020986643,CP061516.1,conjugative,4.922341324,-0.3031135,-1.67805703,Cluster_1
GCF_016591995.1_ASM1659199v1,NZ_AP024171.1,plasmid,18687,24653,0.758001055,0.298706295,2.537613262,18687,0,2.537613262,62559.77974,Staphylococcus aureus,834,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Staphylococcus,2838668,0.008684707,AP024171.1,mobilizable,4.391869776,0.404425435,-2.061244826,Cluster_1
GCF_027943865.1_ASM2794386v1,NZ_AP026681.1,plasmid,76432,3428,22.29638273,0.405549756,54.9781683,76432,0,54.9781683,188465.1609,Salmonella enterica subsp. enterica serovar Oranienburg,11548,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Salmonella,4686981,0.000731388,AP026681.1,mobilizable,3.535040813,1.740190266,-3.13585238,Cluster_2
GCF_027943865.1_ASM2794386v1,NZ_AP026682.1,plasmid,67274,2495,26.96352705,0.405549756,66.48635998,67274,0,66.48635998,165883.4682,Salmonella enterica subsp. enterica serovar Oranienburg,11548,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Salmonella,4686981,0.000532326,AP026682.1,mobilizable,3.39707055,1.822732557,-3.273822643,Cluster_2
GCF_022404735.1_ASM2240473v1,NZ_CP062339.1,plasmid,11803,2564,4.603354134,0.388656637,11.84426996,11803,0,11.84426996,30368.70818,Staphylococcus aureus,NAS_NP_103,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2737213,0.000936719,CP062339.1,non-mobilizable,3.408918021,1.073508298,-3.028390573,Cluster_2
GCF_001558755.2_ASM155875v2,NZ_CP014059.2,plasmid,162100,21970,7.378243059,1.639466959,4.500391434,162100,0,4.500391434,98873.59981,Achromobacter xylosoxidans,FDAARGOS_147,Pseudomonadota,Betaproteobacteria,Homo sapiens,Broviac blood,Humans,Achromobacter,6864988,0.003200297,CP014059.2,mobilizable,4.341830057,0.653250289,-2.494809726,Cluster_2
GCF_016454585.1_ASM1645458v1,NZ_CP051403.1,plasmid,10217,102040,0.100127401,0.245521407,0.40781536,10217,0,0.40781536,41613.47932,Salmonella enterica subsp. enterica serovar Agona,CVM 21974,Pseudomonadota,Gammaproteobacteria,NA,bovine,Livestock,Salmonella,4891101,0.020862378,CP051403.1,conjugative,5.00877045,-0.389536421,-1.680636181,Cluster_1
GCF_016889605.1_ASM1688960v1,NZ_CP069502.1,plasmid,376905,77233,4.880103065,3.752628774,1.300449194,376905,0,1.300449194,100437.5926,Escherichia coli,FDAARGOS_1268,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4927392,0.015674215,CP069502.1,conjugative,4.887802905,0.11409339,-1.804814209,Cluster_1
GCF_016889605.1_ASM1688960v1,NZ_CP069503.1,plasmid,103950,4072,25.52799607,3.752628774,6.802696885,103950,0,6.802696885,27700.58171,Escherichia coli,FDAARGOS_1268,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4927392,0.000826401,CP069503.1,mobilizable,3.609807769,0.83268112,-3.082809345,Cluster_2
GCF_013113775.1_ASM1311377v1,NZ_CP051859.1,plasmid,490727,235425,2.084430286,1.373288367,1.517838741,490727,0,1.517838741,357337.1856,Bacillus thuringiensis serovar israelensis,BGSC 4Q7rifR,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,4865236,0.048389225,CP051859.1,non-mobilizable,5.371852579,0.181225634,-1.315251333,Cluster_1
GCF_036324685.1_ASM3632468v1,NZ_CP143342.1,plasmid,55687,76286,0.729976667,0.43176073,1.69069722,55687,0,1.69069722,128976.5282,Serratia marcescens,2023CB-00608,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Serratia,5257801,0.014509108,CP143342.1,NA,4.882444844,0.228065839,-1.838359301,Cluster_1
GCF_036324685.1_ASM3632468v1,NZ_CP143343.1,plasmid,29991,46161,0.649704296,0.43176073,1.504778573,29991,0,1.504778573,69462.08372,Serratia marcescens,2023CB-00608,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Serratia,5257801,0.008779526,CP143343.1,NA,4.664275209,0.177472599,-2.056528936,Cluster_1
GCF_002848505.1_ASM284850v1,NZ_CP025444.1,plasmid,51490,25550,2.015264188,1.321045948,1.525506506,51490,0,1.525506506,38976.69123,Listeria monocytogenes,MF4545,Terrabacteria group,Bacillota,NA,meat processing facility,Human-impacted,Listeria,3010323,0.008487461,CP025444.1,non-mobilizable,4.407390904,0.183414064,-2.071222192,Cluster_1
GCF_009664775.1_ASM966477v1,NZ_CP045973.1,plasmid,46982,57553,0.816325821,0.723034518,1.129027454,46982,0,1.129027454,64978.91707,Listeria monocytogenes,AUSMDU00000224,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Listeria,2931813,0.019630515,CP045973.1,mobilizable,4.760067967,0.052704503,-1.7070683,Cluster_1
GCF_022221245.1_ASM2222124v1,NZ_CP076211.1,plasmid,30381,181708,0.167196821,0.076509928,2.185295769,30381,0,2.185295769,397085.7236,Bacillus anthracis,A1074,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5227949,0.034757034,CP076211.1,conjugative,5.259374048,0.339510225,-1.458957294,Cluster_1
GCF_022221245.1_ASM2222124v1,NZ_CP076212.1,plasmid,10150,94813,0.10705283,0.076509928,1.399201823,10150,0,1.399201823,132662.5224,Bacillus anthracis,A1074,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5227949,0.018135793,CP076212.1,conjugative,4.976867888,0.145880362,-1.741463454,Cluster_1
GCF_019357575.1_ASM1935757v1,NZ_CP079982.1,plasmid,87568,11919,7.346925078,2.240457811,3.279207062,87568,0,3.279207062,39084.86898,Macrococcoides bohemicum,19Msa0936,Terrabacteria group,Bacillota,pig,nasal swab sample,Livestock,Macrococcoides,2375477,0.005017519,CP079982.1,non-mobilizable,4.07623982,0.515768841,-2.29951101,Cluster_2
GCF_019357575.1_ASM1935757v1,NZ_CP079983.1,plasmid,65725,4381,15.00228258,2.240457811,6.696079037,65725,0,6.696079037,29335.52226,Macrococcoides bohemicum,19Msa0936,Terrabacteria group,Bacillota,pig,nasal swab sample,Livestock,Macrococcoides,2375477,0.001844261,CP079983.1,mobilizable,3.641573253,0.825820571,-2.734177577,Cluster_2
GCF_040735505.1_ASM4073550v1,NZ_CP138218.1,plasmid,36877,112668,0.327306777,0.31829599,1.028309458,36877,0,1.028309458,115857.5701,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Catheter,Humans,Escherichia,4733682,0.023801345,CP138218.1,NA,5.051800585,0.012123831,-1.623398494,Cluster_1
GCF_905337805.2_AN2353v1_cp,NZ_OW969712.1,plasmid,134074,65498,2.046993801,0.52519723,3.89757159,134074,0,3.89757159,255283.144,Citrobacter koseri,0,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Lucus Augusti (Lugo),Humans,Citrobacter,4634954,0.014131316,OW969712.1,conjugative,4.816228039,0.590794101,-1.849817389,Cluster_1
GCF_905337805.2_AN2353v1_cp,NZ_OW969713.1,plasmid,83849,35534,2.359683683,0.52519723,4.492947697,83849,0,4.492947697,159652.4035,Citrobacter koseri,0,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Lucus Augusti (Lugo),Humans,Citrobacter,4634954,0.007666527,OW969713.1,conjugative,4.550644098,0.652531363,-2.11540133,Cluster_1
GCF_905337805.2_AN2353v1_cp,NZ_OW969714.1,plasmid,120344,26834,4.484758143,0.52519723,8.539188499,120344,0,8.539188499,229140.5842,Citrobacter koseri,0,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Universitario Lucus Augusti (Lugo),Humans,Citrobacter,4634954,0.005789486,OW969714.1,mobilizable,4.428685415,0.931416601,-2.237360013,Cluster_1
GCF_036237295.1_ASM3623729v1,NZ_CP108355.1,plasmid,55201,41521,1.329471834,0.709901901,1.872754295,55201,0,1.872754295,77758.6311,Streptomyces sp. NBC_01352,NBC_01352,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,11274169,0.003682843,CP108355.1,NA,4.618267805,0.272480802,-2.433816736,Cluster_1
GCF_001655375.1_ASM165537v1,NZ_CP015297.1,plasmid,248755,7502,33.15849107,2.287211879,14.49734123,248755,0,14.49734123,108759.0539,Chlamydia trachomatis,E-160,PVC group,Chlamydiota,Homo sapiens,Patient sample,Humans,Chlamydia,1043007,0.007192665,CP015297.1,non-mobilizable,3.87517706,1.161288361,-2.143110163,Cluster_2
GCF_017357025.1_ASM1735702v1,NZ_CP071588.1,plasmid,31989,28220,1.13355776,0.623895855,1.816902214,31989,0,1.816902214,51272.98048,Campylobacter jejuni,RM1477,Campylobacterota,Epsilonproteobacteria,Homo sapiens,NA,Humans,Campylobacter,1666448,0.016934222,CP071588.1,conjugative,4.450557009,0.259331554,-1.771234757,Cluster_1
GCF_009756585.1_ASM975658v1,NZ_CP037878.1,plasmid,40897,6760,6.049852071,0.369125737,16.38967828,40897,0,16.38967828,110794.2252,Salmonella enterica subsp. enterica serovar 4;[5];12:i:-,PNCS014863,Pseudomonadota,Gammaproteobacteria,Homo sapiens,stool,Humans,Salmonella,4984391,0.001356234,CP037878.1,mobilizable,3.829946696,1.214570429,-2.867665407,Cluster_2
GCF_016756095.1_ASM1675609v1,NZ_AP024242.1,plasmid,22081,24567,0.898807343,0.373138398,2.40877741,22081,0,2.40877741,59176.43463,Mycobacterium intracellulare,M002,Terrabacteria group,Actinomycetota,Homo sapiens,sputum,Humans,Mycobacterium,5464983,0.004495348,AP024242.1,non-mobilizable,4.390352126,0.38179667,-2.347236689,Cluster_1
GCF_013267355.1_ASM1326735v1,NZ_CP053984.1,plasmid,618632,91397,6.768624791,2.77202393,2.441762756,618632,0,2.441762756,223169.7906,Achromobacter pestifer,FDAARGOS_790,Pseudomonadota,Betaproteobacteria,NA,NA,Unannotated,Achromobacter,7085906,0.012898421,CP053984.1,conjugative,4.960931941,0.387703465,-1.889463446,Cluster_1
GCF_029961345.1_ASM2996134v1,NZ_CP124642.1,plasmid,22500,36824,0.611014556,0.20684195,2.954016606,22500,0,2.954016606,108778.7075,Pseudomonas aeruginosa,2021CK-01198,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Wound/Abscess,Humans,Pseudomonas,6512383,0.005654459,CP124642.1,mobilizable,4.566130962,0.470412932,-2.247608972,Cluster_1
GCF_016728645.1_ASM1672864v1,NZ_CP068163.1,plasmid,108022,20681,5.223248392,1.54512604,3.38046752,108022,0,3.38046752,69911.44878,Corynebacterium glucuronolyticum,FDAARGOS_1111,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Corynebacterium,2921218,0.007079581,CP068163.1,mobilizable,4.315571535,0.528976768,-2.149992433,Cluster_2
GCF_022921835.1_ASM2292183v1,NZ_CP094075.1,plasmid,234464,4665,50.2602358,5.215269534,9.63713102,234464,0,9.63713102,44957.21621,Helicobacter pylori,Hpfe103,Campylobacterota,Epsilonproteobacteria,Homo sapiens,gastric biopsy,Humans,Helicobacter,1597927,0.002919407,CP094075.1,non-mobilizable,3.668851648,0.983947763,-2.534705287,Cluster_2
GCF_001689935.1_ASM168993v1,NZ_CP016505.1,plasmid,2365657,2096,1128.653149,4.36460384,258.5923466,2365657,0,258.5923466,542009.5584,Salmonella enterica subsp. enterica serovar Heidelberg,SH12-007,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Human,Humans,Salmonella,4751442,0.000441129,CP016505.1,mobilizable,3.321391278,2.412615667,-3.355434154,Cluster_2
GCF_001689935.1_ASM168993v1,NZ_CP016506.1,plasmid,486449,37697,12.90418336,4.36460384,2.956553178,486449,0,2.956553178,111453.1852,Salmonella enterica subsp. enterica serovar Heidelberg,SH12-007,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Human,Humans,Salmonella,4751442,0.007933802,CP016506.1,conjugative,4.57630679,0.470785695,-2.100518643,Cluster_1
GCF_001362175.2_ERL12960,NZ_LT904895.1,plasmid,45278,106704,0.424332734,0.763260856,0.555947197,45278,0,0.555947197,59321.78974,Salmonella enterica subsp. enterica serovar Typhi,ERL12960,Pseudomonadota,Gammaproteobacteria,NA,Not known,Unannotated,Salmonella,4807646,0.022194646,LT904895.1,non-mobilizable,5.0281807,-0.254966455,-1.653751782,Cluster_1
GCF_039637115.1_ASM3963711v1,NZ_CP147782.1,plasmid,407682,181634,2.244524704,0.799079912,2.808886409,407682,0,2.808886409,510189.2741,Bacillus anthracis,-,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5228845,0.034736926,CP147782.1,NA,5.259197147,0.448534177,-1.459208621,Cluster_1
GCF_016925515.1_ASM1692551v1,NZ_CP070495.1,plasmid,57254,70104,0.816700902,0.437556399,1.866504304,57254,0,1.866504304,130849.4177,Methylomonas sp. EFPC1,EFPC1,Pseudomonadota,Gammaproteobacteria,NA,stream biofilm,Water,Methylomonas,4923651,0.014238215,CP070495.1,non-mobilizable,4.845742799,0.271028996,-1.846544463,Cluster_1
GCF_023375245.1_ASM2337524v1,NZ_CP088199.1,plasmid,52144,59610,0.874752558,0.561653762,1.557458737,52144,0,1.557458737,92840.11529,Enterococcus faecalis,S11-6,Terrabacteria group,Bacillota,Sus scrofa domesticus,fecal sample,Livestock,Enterococcus,2717320,0.021937056,CP088199.1,mobilizable,4.775319122,0.192416549,-1.658821663,Cluster_1
GCF_033403855.1_ASM3340385v1,NZ_CP137713.1,plasmid,80315,93910,0.855233734,0.570585225,1.498871154,80315,0,1.498871154,140758.9901,Salmonella enterica,FELIX_MS734,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Salmonella,4857518,0.019332919,CP137713.1,NA,4.972711841,0.175764302,-1.713702578,Cluster_1
GCF_022405295.1_ASM2240529v1,NZ_CP062361.1,plasmid,12793,42244,0.302835906,0.333828695,0.907159601,12793,0,0.907159601,38322.05017,Staphylococcus aureus,NAS_AN_157,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2734702,0.015447387,CP062361.1,mobilizable,4.625765034,-0.042316299,-1.811144974,Cluster_1
GCF_020641355.2_ASM2064135v2,NZ_CP104293.1,plasmid,45677,75376,0.605988644,0.326575471,1.855585298,45677,0,1.855585298,139866.5974,Stenotrophomonas maltophilia,ACYCe.8N,Pseudomonadota,Gammaproteobacteria,NA,freshwater stream,Water,Stenotrophomonas,4514347,0.016696989,CP104293.1,non-mobilizable,4.877233087,0.268480923,-1.777361852,Cluster_1
GCF_020641355.2_ASM2064135v2,NZ_CP104294.1,plasmid,178729,48499,3.685210004,0.326575471,11.28440537,178729,0,11.28440537,547282.3761,Stenotrophomonas maltophilia,ACYCe.8N,Pseudomonadota,Gammaproteobacteria,NA,freshwater stream,Water,Stenotrophomonas,4514347,0.010743304,CP104294.1,non-mobilizable,4.685732784,1.052478679,-1.968862155,Cluster_1
GCF_030389755.1_ASM3038975v1,NZ_CP128948.1,plasmid,195294,39121,4.992050305,0.276924874,18.02673133,195294,0,18.02673133,705223.7565,Escherichia coli,TUM2826,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,4965000,0.007879355,CP128948.1,conjugative,4.592409948,1.255916986,-2.103509305,Cluster_1
